Comment ,Label,1_Comment,2_Comment,tokens,sent_tokens
"Trường xanh mát, rộng rãi, không gian học tập năng động, thầy cô nhiệt tình, học phí phù hợp.",1,trường xanh mát rộng rãi không gian học tập năng động thầy cô nhiệt tình học phí phù hợp,trường xanh mát rộng rãi không gian học tập năng động thầy cô nhiệt tình học phí phù hợp,"['trường', 'xanh', 'mát', 'rộng_rãi', 'không_gian', 'học_tập', 'năng_động', 'thầy_cô', 'nhiệt_tình', 'học_phí', 'phù_hợp']",trường xanh mát rộng_rãi không_gian học_tập năng_động thầy_cô nhiệt_tình học_phí phù_hợp
Trường ĐH Thủ Dầu Một ở Bình Dương là ok nhất,1,trường đh thủ dầu một ở bình dương là ok nhất,trường đh thủ dầu một ở bình dương là ok nhất,"['trường', 'đh', 'thủ', 'dầu', 'một', 'ở', 'bình', 'dương', 'là', 'ok', 'nhất']",trường đh thủ dầu một ở bình dương là ok nhất
Chi phí đắt phòng ban cán sự có như không cơ sở vật chất thấp,0,chi phí đắt phòng ban cán sự có như không cơ sở vật chất thấp,chi phí đắt phòng ban cán sự có như không cơ sở vật chất thấp,"['chi_phí', 'đắt', 'phòng_ban', 'cán_sự', 'có', 'như_không', 'cơ_sở', 'vật_chất', 'thấp']",chi_phí đắt phòng_ban cán_sự có như_không cơ_sở vật_chất thấp
"1) Cảnh quan đẹp , không gian rộng rãi, thoáng mát; 2) Môi trường thân thiện; 3) Hạ tầng đáp ứng tốt việc nghiên cứu, học tập ; 4) Có nhiều chương trình đào tạo thích ứng với nhu cầu xã hội.",1,1 cảnh quan đẹp không gian rộng rãi thoáng mát 2 môi trường thân thiện 3 hạ tầng đáp ứng tốt việc nghiên cứu học tập 4 có nhiều chương trình đào tạo thích ứng với nhu cầu xã hội,1 cảnh quan đẹp không gian rộng rãi thoáng mát 2 môi trường thân thiện 3 hạ tầng đáp ứng tốt việc nghiên cứu học tập 4 có nhiều chương trình đào tạo thích ứng với nhu cầu xã hội,"['1', 'cảnh_quan', 'đẹp', 'không_gian', 'rộng_rãi', 'thoáng', 'mát', '2', 'môi_trường', 'thân_thiện', '3', 'hạ_tầng', 'đáp_ứng', 'tốt', 'việc', 'nghiên_cứu', 'học_tập', '4', 'có', 'nhiều', 'chương_trình', 'đào_tạo', 'thích_ứng', 'với', 'nhu_cầu', 'xã_hội']",1 cảnh_quan đẹp không_gian rộng_rãi thoáng mát 2 môi_trường thân_thiện 3 hạ_tầng đáp_ứng tốt việc nghiên_cứu học_tập 4 có nhiều chương_trình đào_tạo thích_ứng với nhu_cầu xã_hội
"học phí thì mắc, đòi nợ sinh viên mà học bổng không thấy phản hồi",0,học phí thì mắc đòi nợ sinh viên mà học bổng không thấy phản hồi,học phí thì mắc đòi nợ sinh viên mà học bổng không thấy phản hồi,"['học_phí', 'thì', 'mắc', 'đòi', 'nợ', 'sinh_viên', 'mà', 'học_bổng', 'không', 'thấy', 'phản_hồi']",học_phí thì mắc đòi nợ sinh_viên mà học_bổng không thấy phản_hồi
"Ngôi trường này quá tệ. Chương trình đào tạo kém, học phí cao. Không bao giờ cho con em theo học ngôi trường này nữa",0,ngôi trường này quá tệ chương trình đào tạo kém học phí cao không bao giờ cho con em theo học ngôi trường này nữa,ngôi trường này quá tệ chương trình đào tạo kém học phí cao không bao giờ cho con em theo học ngôi trường này nữa,"['ngôi', 'trường', 'này', 'quá', 'tệ', 'chương_trình', 'đào_tạo', 'kém', 'học_phí', 'cao', 'không', 'bao_giờ', 'cho', 'con_em', 'theo', 'học', 'ngôi', 'trường', 'này', 'nữa']",ngôi trường này quá tệ chương_trình đào_tạo kém học_phí cao không bao_giờ cho con_em theo học ngôi trường này nữa
"Wifi của thư viện khá mạnh, tôi download tài liệu 50gb chỉ mất 35p",1,wifi của thư viện khá mạnh tôi download tài liệu 50gb chỉ mất 35p,wifi của thư viện khá mạnh tôi download tài liệu 50gb chỉ mất 35p,"['wifi', 'của', 'thư_viện', 'khá', 'mạnh', 'tôi', 'download', 'tài_liệu', '50gb', 'chỉ', 'mất', '35p']",wifi của thư_viện khá mạnh tôi download tài_liệu 50gb chỉ mất 35p
Tôi từng học ở đây thầy cô học trò thân thiện lắm à nha,1,tôi từng học ở đây thầy cô học trò thân thiện lắm à nha,tôi từng học ở đây thầy cô học trò thân thiện lắm à nha,"['tôi', 'từng', 'học', 'ở', 'đây', 'thầy_cô', 'học_trò', 'thân_thiện', 'lắm', 'à', 'nha']",tôi từng học ở đây thầy_cô học_trò thân_thiện lắm à nha
"Web trường cập nhật liên tục càng cập nhật càng lỗi, học phí thu nhanh, học bổng thì chậm, không rõ ràng",0,web trường cập nhật liên tục càng cập nhật càng lỗi học phí thu nhanh học bổng thì chậm không rõ ràng,web trường cập nhật liên tục càng cập nhật càng lỗi học phí thu nhanh học bổng thì chậm không rõ ràng,"['web', 'trường', 'cập_nhật', 'liên_tục', 'càng', 'cập_nhật', 'càng', 'lỗi', 'học_phí', 'thu', 'nhanh', 'học_bổng', 'thì', 'chậm', 'không', 'rõ_ràng']",web trường cập_nhật liên_tục càng cập_nhật càng lỗi học_phí thu nhanh học_bổng thì chậm không rõ_ràng
"Trường đẹp,rộng rãi,thoáng mát, cơ sở vật chất đầy đủ , thầy cô chuyên ngành ngôn ngữ hàn quốc e học thấy ai cũng nhiệt tình và tâm huyết",1,trường đẹprộng rãithoáng mát cơ sở vật chất đầy đủ thầy cô chuyên ngành ngôn ngữ hàn quốc e học thấy ai cũng nhiệt tình và tâm huyết,trường đẹprộng rãithoáng mát cơ sở vật chất đầy đủ thầy cô chuyên ngành ngôn ngữ hàn quốc e học thấy ai cũng nhiệt tình và tâm huyết,"['trường', 'đẹprộng', 'rãithoáng', 'mát', 'cơ_sở', 'vật_chất', 'đầy_đủ', 'thầy_cô', 'chuyên_ngành', 'ngôn_ngữ', 'hàn', 'quốc', 'e', 'học', 'thấy', 'ai', 'cũng', 'nhiệt_tình', 'và', 'tâm_huyết']",trường đẹprộng rãithoáng mát cơ_sở vật_chất đầy_đủ thầy_cô chuyên_ngành ngôn_ngữ hàn quốc e học thấy ai cũng nhiệt_tình và tâm_huyết
Học phí cao cơ sở vật chất phòng hư hỏng quạt rất nóng phòng không sử dụng được máy chiếu...,0,học phí cao cơ sở vật chất phòng hư hỏng quạt rất nóng phòng không sử dụng được máy chiếu,học phí cao cơ sở vật chất phòng hư hỏng quạt rất nóng phòng không sử dụng được máy chiếu,"['học_phí', 'cao', 'cơ_sở', 'vật_chất', 'phòng', 'hư_hỏng', 'quạt', 'rất', 'nóng', 'phòng', 'không', 'sử_dụng', 'được', 'máy_chiếu']",học_phí cao cơ_sở vật_chất phòng hư_hỏng quạt rất nóng phòng không sử_dụng được máy_chiếu
"Trường đẹp mát mẻ nhiều view đẹp, học phí phù hợp so với trang thiết bị ở trường",1,trường đẹp mát mẻ nhiều view đẹp học phí phù hợp so với trang thiết bị ở trường,trường đẹp mát mẻ nhiều view đẹp học phí phù hợp so với trang thiết bị ở trường,"['trường', 'đẹp', 'mát_mẻ', 'nhiều', 'view', 'đẹp', 'học_phí', 'phù_hợp', 'so', 'với', 'trang', 'thiết_bị', 'ở', 'trường']",trường đẹp mát_mẻ nhiều view đẹp học_phí phù_hợp so với trang thiết_bị ở trường
"Ngôi trường rộng, hiện đại với đầy đủ cơ sở vật chất tạo điều kiện đầy đủ cho sinh viên học tập",1,ngôi trường rộng hiện đại với đầy đủ cơ sở vật chất tạo điều kiện đầy đủ cho sinh viên học tập,ngôi trường rộng hiện đại với đầy đủ cơ sở vật chất tạo điều kiện đầy đủ cho sinh viên học tập,"['ngôi', 'trường', 'rộng', 'hiện_đại', 'với', 'đầy_đủ', 'cơ_sở', 'vật_chất', 'tạo', 'điều_kiện', 'đầy_đủ', 'cho', 'sinh_viên', 'học_tập']",ngôi trường rộng hiện_đại với đầy_đủ cơ_sở vật_chất tạo điều_kiện đầy_đủ cho sinh_viên học_tập
học phí tăng một cách chóng mặt dù cơ sở hạ tầng và chất lượng giảng dạy vẫn giữ nguyên ?,0,học phí tăng một cách chóng mặt dù cơ sở hạ tầng và chất lượng giảng dạy vẫn giữ nguyên,học phí tăng một cách chóng mặt dù cơ sở hạ tầng và chất lượng giảng dạy vẫn giữ nguyên,"['học_phí', 'tăng', 'một_cách', 'chóng_mặt', 'dù', 'cơ_sở', 'hạ_tầng', 'và', 'chất_lượng', 'giảng_dạy', 'vẫn', 'giữ', 'nguyên']",học_phí tăng một_cách chóng_mặt dù cơ_sở hạ_tầng và chất_lượng giảng_dạy vẫn giữ nguyên
Môi trường học tập và nghiên cứu lý tưởng cho sinh viên - giảng viên,1,môi trường học tập và nghiên cứu lý tưởng cho sinh viên giảng viên,môi trường học tập và nghiên cứu lý tưởng cho sinh viên giảng viên,"['môi_trường_học_tập', 'và', 'nghiên_cứu', 'lý_tưởng', 'cho', 'sinh_viên', 'giảng_viên']",môi_trường_học_tập và nghiên_cứu lý_tưởng cho sinh_viên giảng_viên
"Trường bào mòn túi tiền của sinh viên , các e nên cân nhắc khi nào trường này",0,trường bào mòn túi tiền của sinh viên các e nên cân nhắc khi nào trường này,trường bào mòn túi tiền của sinh viên các e nên cân nhắc khi nào trường này,"['trường', 'bào_mòn', 'túi_tiền', 'của', 'sinh_viên', 'các', 'e', 'nên', 'cân_nhắc', 'khi', 'nào', 'trường', 'này']",trường bào_mòn túi_tiền của sinh_viên các e nên cân_nhắc khi nào trường này
"Học bổng cao, rất là cao, giáo viên nhiệt tình, thân mời mọi người tới học",1,học bổng cao rất là cao giáo viên nhiệt tình thân mời mọi người tới học,học bổng cao rất là cao giáo viên nhiệt tình thân mời mọi người tới học,"['học_bổng', 'cao', 'rất', 'là', 'cao', 'giáo_viên', 'nhiệt_tình', 'thân', 'mời', 'mọi', 'người', 'tới', 'học']",học_bổng cao rất là cao giáo_viên nhiệt_tình thân mời mọi người tới học
"Hiện đại, chuyên nghiệp, đạt chuẩn 5 sao.",1,hiện đại chuyên nghiệp đạt chuẩn 5 sao,hiện đại chuyên nghiệp đạt chuẩn 5 sao,"['hiện_đại', 'chuyên_nghiệp', 'đạt', 'chuẩn', '5', 'sao']",hiện_đại chuyên_nghiệp đạt chuẩn 5 sao
"Trường siêu lớn, đầy đủ trang thiết bị vật chất, đội ngũ giáo viên chuyên môn cao.",1,trường siêu lớn đầy đủ trang thiết bị vật chất đội ngũ giáo viên chuyên môn cao,trường siêu lớn đầy đủ trang thiết bị vật chất đội ngũ giáo viên chuyên môn cao,"['trường', 'siêu', 'lớn', 'đầy_đủ', 'trang', 'thiết_bị', 'vật_chất', 'đội_ngũ', 'giáo_viên', 'chuyên_môn', 'cao']",trường siêu lớn đầy_đủ trang thiết_bị vật_chất đội_ngũ giáo_viên chuyên_môn cao
rộng rãi thoáng mát trường top bình dương,1,rộng rãi thoáng mát trường top bình dương,rộng rãi thoáng mát trường top bình dương,"['rộng_rãi', 'thoáng', 'mát', 'trường', 'top', 'bình_dương']",rộng_rãi thoáng mát trường top bình_dương
Trường không được như những gì quảng bá đâu,0,trường không được như những gì quảng bá đâu,trường không được như những gì quảng bá đâu,"['trường', 'không', 'được', 'như', 'những', 'gì', 'quảng_bá', 'đâu']",trường không được như những gì quảng_bá đâu
"Học phí thì cao , cơ sở vật chất bình thường",0,học phí thì cao cơ sở vật chất bình thường,học phí thì cao cơ sở vật chất bình thường,"['học_phí', 'thì', 'cao', 'cơ_sở', 'vật_chất', 'bình_thường']",học_phí thì cao cơ_sở vật_chất bình_thường
Trường bình thường giá quốc tế =)),0,trường bình thường giá quốc tế,trường bình thường giá quốc tế,"['trường', 'bình_thường', 'giá', 'quốc_tế']",trường bình_thường giá quốc_tế
Học phí cao chất lượng thấp,0,học phí cao chất lượng thấp,học phí cao chất lượng thấp,"['học_phí', 'cao', 'chất_lượng', 'thấp']",học_phí cao chất_lượng thấp
"Trường xanh, sạch, có nhiều không gian tự học.",1,trường xanh sạch có nhiều không gian tự học,trường xanh sạch có nhiều không gian tự học,"['trường', 'xanh', 'sạch', 'có', 'nhiều', 'không_gian', 'tự', 'học']",trường xanh sạch có nhiều không_gian tự học
"Thu tiền học phí cho nhiều , nâng cấp cái web còn thua cái cũ",0,thu tiền học phí cho nhiều nâng cấp cái web còn thua cái cũ,thu tiền học phí cho nhiều nâng cấp cái web còn thua cái cũ,"['thu', 'tiền', 'học_phí', 'cho', 'nhiều', 'nâng_cấp', 'cái', 'web', 'còn', 'thua', 'cái', 'cũ']",thu tiền học_phí cho nhiều nâng_cấp cái web còn thua cái cũ
Giáo viên trường ko quan tâm sinh viên. Nhắn tin điện thoại liên hệ mấy lần rồi chỉ xem vẫn ko trả lời.,0,giáo viên trường ko quan tâm sinh viên nhắn tin điện thoại liên hệ mấy lần rồi chỉ xem vẫn ko trả lời,giáo viên trường ko quan tâm sinh viên nhắn tin điện thoại liên hệ mấy lần rồi chỉ xem vẫn ko trả lời,"['giáo_viên', 'trường', 'ko', 'quan_tâm', 'sinh_viên', 'nhắn_tin', 'điện_thoại', 'liên_hệ', 'mấy', 'lần', 'rồi', 'chỉ', 'xem', 'vẫn', 'ko', 'trả_lời']",giáo_viên trường ko quan_tâm sinh_viên nhắn_tin điện_thoại liên_hệ mấy lần rồi chỉ xem vẫn ko trả_lời
"Đủ các ngành HOT hiện nay: Kế toán, Quản trị kinh doanh, thương mại điện tử, Logistics, Công nghệ thông tin, Ngôn ngữ anh, Công trình thủy, Xây dựng dân dụng, giao thông, Quản lý xây dựng, công nghệ xây dựng, Cấp thoát nước, Tài nguyên nước... Học phí rẻ: 10-12tr/năm; Cơ sở vật chất tốt",1,đủ các ngành hot hiện nay kế toán quản trị kinh doanh thương mại điện tử logistics công nghệ thông tin ngôn ngữ anh công trình thủy xây dựng dân dụng giao thông quản lý xây dựng công nghệ xây dựng cấp thoát nước tài nguyên nước học phí rẻ 1012trnăm cơ sở vật chất tốt,đủ các ngành hot hiện nay kế toán quản trị kinh doanh thương mại điện tử logistics công nghệ thông tin ngôn ngữ anh công trình thủy xây dựng dân dụng giao thông quản lý xây dựng công nghệ xây dựng cấp thoát nước tài nguyên nước học phí rẻ 1012trnăm cơ sở vật chất tốt,"['đủ', 'các', 'ngành', 'hot', 'hiện_nay', 'kế_toán', 'quản_trị', 'kinh_doanh', 'thương_mại', 'điện_tử', 'logistics', 'công_nghệ', 'thông_tin', 'ngôn_ngữ', 'anh', 'công_trình', 'thủy', 'xây_dựng', 'dân_dụng', 'giao_thông', 'quản_lý', 'xây_dựng', 'công_nghệ', 'xây_dựng', 'cấp', 'thoát', 'nước', 'tài_nguyên', 'nước', 'học_phí', 'rẻ', '1012trnăm', 'cơ_sở', 'vật_chất', 'tốt']",đủ các ngành hot hiện_nay kế_toán quản_trị kinh_doanh thương_mại điện_tử logistics công_nghệ thông_tin ngôn_ngữ anh công_trình thủy xây_dựng dân_dụng giao_thông quản_lý xây_dựng công_nghệ xây_dựng cấp thoát nước tài_nguyên nước học_phí rẻ 1012trnăm cơ_sở vật_chất tốt
